id,caption
10752,a view of the golf course at the lodge resort
10753,"person, person and person at an event for ` ` the karate movie '"
10754,"a sign that reads, ` ` pet juan '"
10755,the logo for sak volleyball
10756,a family of four sitting in cardboard boxes with their arms up in the air
10757,the colorful buildings are in a city by water
10758,the poster for the announcement that will be released
10759,a girl standing next to an old truck
10760,a tennis court
10761,"toronto skyline at night from lake ontario, canada"
10762,a city with many buildings on it ' s side
10763,a man standing next to his car
10764,"a child lying on a bed with his head down, and stars hanging from the ceiling"
10765,a man with a green car in front of him
10766,a woman in red hat and sunglasses sitting on the ground
10767,a quote that says ' welcome refugees and asylum seekers and vote '
10768,a line that intersects along a horizontal curve
10769,the cityscang from the rooftop
10770,a large body of water
10771,a cartoon of the statue of liberty in the sky with red ribbones and a plane flying over it
10772,a rocky shore with rocks and trees in the distance
10773,"comedy and comedy events in toronto comedy nights, comedy shows, canadian national, canada, the incredible country, toronto, ontario, chicago, theatre"
10774,the frog wearing a canadian flag on his face
10775,a golf ball sitting on top of a tee in the grass with sun shining behind
10776,"igua falls, the highest waterfall in brazil"
10777,"the frog who the heck is? cartoon icons, cartoon art, person, canada canada, funny duck, canadian flag, frog, frogs, illustration, drawings, sketches"
10778,a car is parked on the street in front of some buildings
10779,a man standing next to another in front of a building
10780,the predator costume for person
10781,a bike locked to a post on the side of the road
10782,a page from an article on the american revolution
10783,the dress was made by my mother
10784,the sunset over lake ontario from the trailhead at the north end of the lake
10785,a cartoon of two people in bed looking at each other people
10786,a poster with some type of artwork and images
10787,the dance team at miss canada
10788,the kitchenaid red mini mixer
10789,the coffin of former leader person is seen at a cemetery in the egyptian capital of aswan
10790,the cowboy boots are made in the usa
10791,a little girl wearing a hat and jacket
10792,a screenshote website showing a screen with two different texting options
10793,the logo for the exhibition
10794,winston winston on being
10795,a map showing the routes to and from different countries
10796,a wooden advent orname with cards and decorations on it
10797,a man with his arms crossed stands near folded shirts
10798,the mascot poses for a photo in front of the new store
10799,clouds over the city
10800,a yellow taxi car on the street
10801,a large office with cubics and cubic desks
10802,"black and white photo of a smiling woman wearing a leather jacket with her arms raised and one hand in the other, her eyes closed"
10803,a person holding up a sign with graffiti written on it
10804,a group of people standing outside of a building
10805,a river with many small boats parked on it
10806,a flyer for an event with photos of people and the text
10808,a car ' s view in the tunnel
10809,a t shirt with the image of film character on it
10810,a poster featuring various items for the sale
10811,a poster for the film
10812,a hand holding up a piece of paper
10813,a baseball player with his bat up and one hand raised
10814,kitchenaids is a brand that is designed for high performance and easy use
10815,a large room with a lot of chairs
10816,a poster for the person show
10817,the screen has a screenshot of a green screen with two images of an apple and an orange background
10818,"the water is blue and black with a large white text that reads, clean water and it has a white"
10819,a group of people walking on rocks in the water
10820,person ' s tattoo on the wrist
10821,the entrance sign to the christian academy in ottawa
10822,a woman in blue jacket standing near a lake
10823,"person, a member of the jets, was an nfl player who won in the super bowl"
10824,"a flyer with the text, ` ' s name and the image of two young girls"
